Ini lat (deg),ini lon (deg),ini alt (m),ini vx_body (m/s),ini vy_body (m/s),ini vz_body (m/s),ini yaw (deg),ini pitch (deg),ini roll (deg)
1,-56,59,-34,0.05908620643,0,0.002178265297,1.107548803,0
1,-40,-71,-21,-0.07570154548,0,0.03653398173,0.6829679187,0
1,-136,47,123,-0.08490946403,0.0437563168,0.0002043724036,2.052388109,0
1,-92,-73,-50,-0.08616544809,-0.000839421564,0.01269842738,0.4603546466,0
1,-176,59,13,-0.0002876998001,0.03853871436,0.01335040202,1.434107555,0
1,57,88,119,0,0.04149522587,0.1118005976,1.382216954,0
1,-7,-11,-87,-0.01559384572,0,-0.01458443367,1.852139128,0
1,35,82,44,0.02301419667,0.05524205717,-0.08570009403,1.651905622,0
1,80,-9,-148,0,0.03518178101,-0.003678686734,0.6032271727,0
1,152,27,-105,0.02906804365,-0.0001952825067,0,0.9201634075,0
1,57,66,88,0.0231203447,0,0,2.758220785,0
1,-6,41,-85,-0.09620735666,0,0,0.6995104623,0
1,-7,68,-162,0,-0.1166055326,0,1.118763898,0
1,-167,-25,47,0,0,-0.05136180244,1.104913537,0
1,-136,-3,81,0,0.06862520674,0,0.3678718532,0
1,-110,13,-153,0,-0.05293286811,0.0007167294076,0.6995025203,0
1,-68,64,84,-0.0325220687,0.00651581647,-0.0002896821278,0.5908756825,0
1,160,17,-158,0,0,0.01585890371,0.3687510702,0
1,173,-36,151,0,-0.09044794071,-0.01082960947,0.7514928325,0
1,-179,-37,-12,0.09846170526,0.09239278657,0.001783115042,0.6460617019,0
1,-64,-32,140,0.03470836013,0,-0.07844002678,0.2814290384,0
1,140,-49,-18,-0.1158264176,0.007287095354,0.03406270004,0.9269108113,0
1,-95,47,-94,0,0,0,2.099001261,0
1,72,-66,35,-0.02378340519,0,0.005104043664,0.2943293205,0
1,-2,-53,117,-0.03923654436,0,0.0000008713080589,0.9309464806,0
1,105,0,57,-0.101102633,0.001288845492,0,0.4884439077,0
1,-77,8,167,0,0.000002199246531,-0.0001020365078,0.353298433,0
1,121,-31,125,-0.0000458366212,0,0,1.457398647,0
1,-158,-46,-179,-0.08628918106,0,-0.0002021718564,0.3642159329,0
1,171,54,-144,0,-0.000002960872923,0,0.8131078852,0
1,63,-67,-131,0.07304453379,0,0,2.394872538,0
1,-155,-2,150,0.04518682212,-0.000001278749802,0.08099836621,2.071002084,0
1,-154,-13,-180,-0.0000972200687,0,0.0001349813073,0.1405054855,0
1,-4,66,-177,0.07899804126,0,0.008185111253,0.2864574337,0
1,-101,-80,171,0,-0.1043914218,-0.05863497103,1.806823945,0
1,-145,34,45,0.07239953515,0,0,0.6589227003,0
1,-155,-49,174,0,0,0.08876820895,0.7421400763,0
1,164,21,-9,-0.01591103394,0,0,0.1225694171,0
1,-61,-23,167,0,-0.04987145815,0,2.659944173,0
1,-164,28,15,0.000008121210311,0.04961318454,0.001379461014,0.3747573478,0
1,-37,-70,159,0.02180353206,-0.04675317875,-0.00009562588356,0.4863560207,0
1,176,-78,149,0.000000762500028,0,-0.02547773876,0.167744013,0
1,-164,63,177,0.07020673586,0,-0.001744635626,0.1445293105,0
1,66,-70,3,-0.02603840474,0.04748929026,0.000001808415494,0.1113254333,0
1,72,38,-154,0.0005348145758,0,0.08650624075,0.6949224692,0
1,-62,3,-147,0.01658011163,-0.00003017336698,0,0.3240555043,0
1,-153,0,60,0,-0.001861532744,0.0008930139805,0.898301481,0
1,-40,19,55,-0.04619861173,0.1089489125,-0.08293918105,0.2654645733,0
1,73,-1,45,0,0.004475340213,0,1.653271611,0
1,-62,73,56,0.02144857256,-0.02566313158,0.04340214477,0.4678656951,0
1,-1,-18,-91,-0.01826853328,0,0.04627697145,1.894451883,0
1,70,16,54,-0.0795680174,0,0,0.7163067644,0
1,-127,-50,-39,-0.00001940270469,0.08864594471,0.003896753479,2.228385301,0
1,75,-84,147,-0.07075721005,0.000008038660947,-0.002089346112,0.3497875184,0
1,-59,89,-34,-0.03843404457,0,-0.00448874709,1.563642749,0
1,-163,41,130,0.0004328787573,0,0,0.3454335399,0
1,-162,-87,143,-0.000003480949728,0,-0.0142267266,2.384670677,0
1,-36,56,90,-0.05930653642,-0.0006017242699,-0.05588083883,0.6001722555,0
1,19,66,-147,0,-0.01464371107,-0.02708825903,1.678527259,0
1,77,9,-23,0.02771643151,-0.07726939457,0.0005183957968,0.2448961542,0
1,-120,49,147,0.01530972292,0.005887433022,0,0.4413028838,0
1,120,-78,88,0.02110016782,-0.03730115543,0,0.6435396819,0
1,-113,2,-64,-0.08034762559,0,0.003257762941,2.893840468,0
1,116,13,56,0.06899422522,0.003458761099,0.00002559745041,1.307817585,0
1,26,-20,31,0.0173157768,-0.1208952327,0.1134697955,0.2167577576,0
1,-73,-53,95,0.01321121076,0.004942391872,-0.00008179190519,0.9722335528,0
1,47,35,32,0.09130986771,0,0,1.08047652,0
1,-139,-73,19,0.0009960985365,0,-0.003012426181,0.2190377998,0
1,114,48,-153,0.03154537158,-0.01781914996,0.01779966671,0.9936428573,0
1,110,46,-155,0,0.0002500906705,0,1.713688672,0
1,-162,50,-170,0,0,-0.02286030365,1.144026785,0
1,-12,20,-31,-0.1121244626,0,0.00002596820966,0.9579504904,0
1,153,-71,68,-0.09621157528,0.0802490831,0.02472717847,0.8508592081,0
1,-18,3,-9,0,0,0.07992910884,1.380821628,0
1,144,-86,-148,0.01145384704,0.05080782734,0.1107860189,1.355369658,0
1,174,17,91,-0.01341239495,0.1108191132,0.08287132598,0.4748583049,0
1,150,-36,-89,0,0,-0.0001482190961,0.1028610852,0
1,-12,63,151,0.001565456734,0,0,0.6181687798,0
1,-32,29,71,0.009238041983,0.04741085132,-0.005534338632,0.621923282,0
1,-45,-69,-103,0.03208498954,-0.002180377797,0.03595779522,1.227575089,0
1,-129,73,-62,0,0.0006624505247,0,0.5709353008,0
1,172,39,138,0,-0.05409017736,0,1.321644307,0
1,90,17,-39,0.006250076724,0,-0.000004243359116,0.5852027117,0
1,-38,-25,-66,0,-0.0003105399853,0.05194515377,1.280930619,0
1,147,22,-111,0.08394063701,0,0.0725443686,0.5480524448,0
1,159,-88,-119,0,0,-0.03590606496,2.217904573,0
1,-149,59,156,0,0.08171043626,0,0.7884766099,0
1,-106,-17,150,0,-0.1222635565,-0.0000004396608526,2.933389337,0
1,-67,17,-7,-0.09872601464,0,0,1.618421755,0
1,-177,14,122,0.006222246645,0,0,0.4042672639,0
1,46,77,-116,-0.03757136937,0.0001520382028,0.000001962942773,0.9997605465,0
1,-153,-19,-115,0,0.01092907703,0.1059749651,0.8827068888,0
1,-88,-76,-62,-0.1177246268,0,-0.02380149227,1.573740879,0
1,74,61,25,0.02929600896,-0.0134816471,0,2.314469743,0
1,173,-30,125,0.0003896564362,0.0000140553413,0,1.398456675,0
1,-132,-78,-121,0.03895927638,0,0,0.5058078281,0
1,92,-49,87,0,0,0.000281753129,2.422581545,0
1,150,81,-55,-0.002227661956,0.03803870434,0.01195934871,0.9375039134,0
1,82,-78,149,-0.03357083534,-0.09217840567,0.0002196229151,0.6372610336,0
1,79,-39,-145,-0.1151527277,0,0.003352249271,1.12856525,0
1,47,87,42,-0.0000006914831533,0.1067223803,-0.1235289975,1.812213734,0
1,91,1,-147,0.1163914326,0.1029609865,0.1148404782,1.179786327,0
1,-31,-84,-164,-0.1179793827,0,0.01857819207,2.566176994,0
1,38,74,-46,0.05535306003,0,0.02848144381,2.542795021,0
1,35,17,20,0.0007602253533,0.003439228086,0,0.4267755274,0
1,39,25,94,0,-0.000004129919348,0.005402883494,1.286838488,0
1,-76,-59,-43,-0.09261442592,0.03527235915,-0.03267302484,1.803930207,0
1,-23,39,-30,-0.07156477234,-0.08589061564,0.002078647885,0.2630732447,0
1,-19,-78,-137,-0.02544827974,0.060231912,-0.01927605423,1.439263382,0
1,72,-17,38,0,0,0,0.3263936575,0
1,-40,53,-34,0,-0.002789449698,0.0004238538959,0.2773388322,0
1,81,40,98,0,0,0,0.3783315304,0
1,171,-21,80,0.06516012835,-0.09907115187,0.08872208949,1.235489524,0
1,-16,64,-33,0,0.001851274858,0.001637485177,0.6287355332,0
1,-9,25,-2,-0.001476256959,0,0.04156367146,0.1430769818,0
1,-104,-34,-61,0,0,0,2.003029603,0
1,22,13,57,0,0.00003435483473,-0.1019961997,0.5403509253,0
1,141,-65,157,0.00001650517394,-0.09507492023,0,0.6592978432,0
1,-42,47,123,0,0.001264867216,0.06237181955,0.7731390222,0
1,77,-63,-152,0.004268551805,0.00949379173,-0.03091175366,1.838827014,0
1,-91,33,-142,-0.000002415392409,0.0000001681031516,0.01482781887,1.840496896,0
1,-21,-48,-17,-0.1103068974,-0.0001579154611,0.0009905064493,1.753837549,0
1,-151,30,-126,0.04463065911,0,0,0.283215838,0
1,-90,28,44,0,0,0,0.5111536423,0
1,-118,-84,-128,0,-0.07594925777,0,0.4908124711,0
1,136,35,84,0,0,-0.08173331354,2.513709177,0
1,34,-48,2,-0.000009652641492,-0.1080119771,0.0266706001,0.5829691663,0
1,-174,-58,-17,-0.05247785946,-0.01491433717,0,1.530389759,0
1,149,4,118,-0.007862067212,-0.0000021919935,0,1.743908969,0
1,24,67,162,-0.00000007119468577,-0.04413870913,0.0132133229,1.056611185,0
1,18,-22,-119,0,0.0000380094713,0,1.137241389,0
1,37,40,-74,0,0,0,1.611113533,0
1,-96,-20,0,0,0,-0.05520393431,0.1662988386,0
1,101,35,109,-0.009677703997,-0.002190581449,-0.0000547947895,1.265690605,0
1,63,75,-162,0,-0.03160872481,-0.02492209745,0.5385394957,0
1,-164,-71,61,0.008600583277,0.00008711936629,-0.004977187886,0.7300641427,0
1,-130,22,-44,0,-0.00004206242391,-0.006023807306,0.5640766385,0
1,68,74,-36,-0.00001629054417,0,0,2.056315253,0
1,-160,75,48,0,0,0.04182762689,0.9610207558,0
1,-2,-67,50,0.01046981552,-0.005640010793,-0.01919077622,2.631713562,0
1,150,85,-113,-0.1245715641,-0.001409349978,0.02726908905,0.8349680301,0
1,-10,-71,101,0.00002555658564,-0.1036093923,0,2.136685257,0
1,-41,-3,160,0.01317491543,0,0.001659601583,1.666146026,0
1,28,-89,104,0,-0.000966617419,0,0.1445935567,0
1,-141,34,-6,0,-0.004325150383,-0.001880384901,0.5050738711,0
1,-90,28,-55,-0.005778497172,-0.006240407486,0,0.1588531176,0
1,40,-66,-118,0,0,-0.02050417927,0.05746457953,0
1,-98,73,28,0,0.06529180826,0,2.108816411,0
1,153,-13,121,-0.02619667338,0.06928321729,0.000003435174664,0.2629422067,0
1,15,42,-73,0.04151991122,-0.01077616993,0,1.88706904,0
1,83,71,153,-0.005209977295,0,-0.002170079575,2.099622209,0
1,-55,88,72,0,-0.000113827082,-0.0000001579051127,1.734772641,0
1,33,47,34,0.004134285093,-0.05376738689,0,1.849312868,0
1,44,-51,73,-0.002557048148,0.0005405202364,0,2.852207732,0
1,-20,57,-171,0.06801863986,0,0.000009083861178,0.3187016474,0
1,23,22,-49,0,0.00003847692449,0.0002722158222,0.0466627424,0
1,83,51,-16,0,-0.1007060594,0.01055917735,0.5629396513,0
1,-7,-28,-168,-0.0001426311232,0.01091671154,0,0.2426311776,0
1,-11,52,-135,0,0,0,2.104340337,0
1,-55,59,-67,0.02007473245,-0.0002084599292,0,0.7743935843,0
1,-34,2,-66,-0.04906541193,0,-0.001201460662,0.7737925995,0
1,177,-74,156,-0.006275646102,-0.08427826716,-0.1116955115,1.442416908,0
1,-114,1,124,0,0,-0.02759706307,0.7625416489,0
1,158,-53,173,-0.02754056388,0.01130727836,0.00001249122734,0.8973266678,0
1,-171,87,-106,0.03176141036,-0.01753038813,0,2.529773224,0
1,35,-17,-72,0.01975381232,-0.004458364664,0.01603002715,0.6206664794,0
1,-137,66,-9,0,-0.000000004200916165,-0.0001182330815,0.0159745755,0
1,117,41,-70,0,0,0,0.7251128876,0
1,77,17,-85,0.00002046661086,0,0,2.802346069,0
1,-171,-37,-84,-0.0001545501362,0,0.1152178318,1.332179469,0
1,3,-14,54,-0.03098798687,-0.01173285688,0.107246998,1.245934564,0
1,-173,36,105,0,-0.008599649697,0.0000232397074,1.414390394,0
1,145,58,87,0.1068660931,0.05465498894,0,0.1190116272,0
1,13,13,-164,0.00001656746529,0.004839521886,0,0.9529578098,0
1,98,-49,-78,0.01546158051,0,0,0.4112835281,0
1,-159,-34,54,0.04946121927,0,0,1.989061482,0
1,-57,-40,-171,-0.002459677655,0.01565153147,0.00007749459205,0.2260188928,0
1,94,78,17,0,0.04664348321,0,0.4930813555,0
1,-73,-83,-30,0,-0.001339340989,0.0003537509488,0.9315551428,0
1,-63,50,-60,-0.0109731055,0.02426855975,0.01277922073,0.9310957691,0
1,45,90,24,0.06387395881,0.001603264173,-0.02519990517,0.9494302388,0
1,-15,13,-22,-0.00003198748706,0.01721449237,0.001379848246,0.3884770326,0
1,-39,78,-77,-0.0001099212977,-0.09125992348,-0.1135464755,1.686091522,0
1,-47,-73,-37,0.000009467395966,-0.0000001076474615,0,1.015512619,0
1,-3,-81,-72,-0.002313570248,-0.002420122747,-0.001151073186,2.888426848,0
1,-33,-43,-41,0.0003618733208,0,0,0.2834706721,0
1,13,-47,-142,0,0,0,1.579320725,0
1,172,59,-92,0.09814565635,-0.01101536149,0.0312545369,0.7328297315,0
1,-180,35,178,-0.02349858679,0.03365367736,0,0.3004281741,0
1,-100,-73,-30,0,0.1121043031,0.000183914285,0.4561018411,0
1,-25,-42,-17,0.01279312219,0.00001375018084,-0.001452637068,0.6484343545,0
1,150,-83,-38,-0.002662400005,0.01462100085,-0.001927784613,2.742968843,0
1,33,86,-47,0,-0.01703301162,0.09558872546,0.3158132311,0
1,-156,33,89,0,0.1174795871,-0.002941777716,1.187685288,0
1,-34,-53,-103,-0.07027254248,0,-0.08656275626,1.230125654,0
1,123,74,95,0.003766959898,-0.001358524366,0.007714569103,1.58775137,0
1,61,86,11,0.009026843972,0,0.1165460084,0.5497847803,0
1,-118,42,120,0,0.08794080708,-0.009973995406,0.0443090683,0
1,129,24,-68,0,0,0,1.782591942,0
1,-75,81,147,0,0.0000710863262,0.005791741258,1.456474187,0
1,-122,70,-12,0.08096271026,-0.04472772279,-0.02014153752,2.347752139,0
1,7,-57,-122,-0.01095252074,0,-0.0001221944758,1.912398102,0
1,-48,-12,-140,0,0.0000217456464,0.06318822669,2.695068639,0
1,21,70,-80,0.00000194451911,0,-0.06496847461,0.4190969512,0
1,124,66,137,0.0001595660948,-0.002852471319,-0.00002474263172,2.271302125,0
1,-72,-55,-142,-0.06091412717,-0.1095263897,0,0.4589303455,0
1,-177,64,78,-0.00348226421,-0.02506509006,0,1.399954101,0
1,167,49,-55,-0.003646343491,0,0,1.653751826,0
1,143,46,76,-0.01052936919,0.02854999865,0,0.2135238502,0
1,24,-53,-145,0,0,0.01409957725,0.05996205847,0
1,-121,4,86,0.1044119512,0.09654107102,0,2.509523628,0
1,-84,-7,128,0,-0.009160997284,-0.01723479903,1.844799006,0
1,-63,75,125,0.005656847938,0.03179292994,-0.00259702225,2.419337226,0
1,166,-34,18,0,-0.01086076092,-0.0554553465,2.728645322,0
1,120,-25,-115,0.0001941699261,-0.000001263059663,0,0.1436441162,0
1,-179,-65,30,0,0.000005166444875,-0.001382366816,0.4990381356,0
1,-51,57,56,0,0,-0.06310598599,1.047471031,0
1,57,80,-71,0,0.00002159861448,-0.0000358088111,0.2462170151,0
1,-169,17,-14,0.05946022677,0.1207745414,0,0.8520548001,0
1,-180,-81,88,0,0.0004486317571,-0.01382682904,1.393785339,0
1,120,15,107,0,0.1202001497,0.03907263206,0.6267143977,0
1,-50,1,69,0,0.04058739425,0,1.736769243,0
1,-32,34,-91,0,0.02290101157,0,0.3174712375,0
1,88,22,4,0,0.02247102486,-0.0007621392234,0.1547521469,0
1,-173,-37,56,0.0002805590625,0.003618317589,0,1.143489326,0
1,73,0,-153,-0.07337832893,0,0.1196453815,1.2472024,0
1,21,7,-133,-0.08810801245,0,0.00002518521729,0.3093916871,0
1,-159,37,-87,-0.01043759025,0,-0.004664320172,1.816662304,0
1,160,57,22,0,-0.001436009569,0.06636735685,0.1973867214,0
1,8,52,-62,0,-0.005268806857,-0.009227196189,0.9736505263,0
1,131,-78,25,0.01592866357,0.102775923,0.0001353895179,0.7133036481,0
1,-96,13,127,0,0,0.04388307166,0.714544568,0
1,1,50,8,0.00356272227,0.02814759991,0,0.2580140894,0
1,-69,8,102,-0.009034182828,-0.01113319428,0,0.08274702015,0
1,169,-7,54,0.07447146677,0,0.005054448643,2.318948188,0
1,130,-26,23,0.000004297175334,0.0002071457508,-0.00002186721299,1.748448303,0
1,-109,15,115,0,0.06536966129,0.01417034107,2.176872546,0
1,-28,-6,-131,-0.07525218483,0.1091044038,0,1.456538914,0
1,-179,-70,31,0,-0.0005215123399,0,1.497145358,0
1,61,16,-32,0,0.00341416847,-0.06670878996,0.7273956465,0
1,-92,21,-80,0,0.01712695388,-0.009189673105,1.036387785,0
1,153,-53,-140,-0.07698414884,-0.07828907373,0.0004578123674,0.3842289965,0
1,115,82,29,0,0.01175784247,-0.0004352086217,1.196290027,0
1,-167,-37,-98,-0.000307104338,0.1051200132,0.004989446702,0.5028558985,0
1,-112,-45,-31,0,0,0.0002799763345,0.4170472895,0
1,8,-71,-177,0,-0.002444067118,0.05267777975,2.092137889,0
1,-48,76,-166,-0.01334219428,0,0.02964832146,0.9807736924,0
1,-113,67,-106,0,0,0,1.256939097,0
1,-180,72,148,0.001728620249,0.01041994618,0.004973854895,2.494902366,0
1,14,-7,128,0,0,0,0.8619932792,0
1,-72,-66,47,0,0.003006491798,-0.02890279289,0.06132222146,0
1,117,14,50,0,0.0007736243538,0,1.217285928,0
1,50,-69,-131,0,0,0.0007573677003,2.657781566,0
1,151,-20,14,-0.000331345667,-0.1015613487,0,2.318892256,0
1,-19,-81,70,0.03192226367,0,-0.1181142278,0.56038853,0
1,46,-82,-104,0,0.03086008577,0.0302586373,0.6465028403,0
1,128,58,-28,-0.0002414893828,0,0,0.08574282002,0
1,159,-34,-102,0.01665138331,0,0,0.216311982,0
1,74,7,-163,0.0305462319,0,0.04716540068,1.159361125,0
1,164,36,21,-0.05876036484,0,0.01151916862,1.510058019,0
1,116,-11,148,0,0,0,0.3181181615,0
1,89,87,-100,-0.04933771933,0.1014494543,-0.00007333095245,0.5091370167,0
1,-81,-50,160,0,0,0,0.552376226,0
1,-98,-45,59,0,-0.03357239759,-0.03624954966,0.3224655367,0
1,63,20,53,-0.0241105698,-0.0009881218563,0.007257601084,2.844844362,0
1,83,-28,158,0,0,-0.07493482758,0.857976119,0
1,81,-36,-105,0,0,0,2.362734095,0
1,55,67,-13,-0.03580301708,0.00001198918175,-0.00001095749464,0.85571166,0
1,123,48,-28,0.00275915075,-0.0001285550052,0.09982439164,1.401512922,0
1,56,10,-45,-0.03211776795,-0.005558750984,-0.0009787396433,0.5245520139,0
1,81,24,-74,-0.02426691651,-0.000000111531851,0.07028404645,1.960109803,0
1,-60,10,-137,-0.001434902427,0.05737677656,-0.05655763489,2.783324395,0
1,-119,-51,27,0.008227463844,0.009274018114,0,1.055128098,0
1,9,14,86,-0.009061308093,0,0,1.193764286,0
1,41,-43,170,0.001881483037,0.0120212805,0,1.159486787,0
1,-28,24,-10,0,-0.0009306099646,-0.03783219225,1.4559999,0
1,33,-13,46,0,0,0.0444572289,1.299640453,0
1,-22,-2,112,-0.06546483349,-0.1045793724,-0.06797586251,1.122172983,0
1,-148,-36,111,0,-0.01643900612,-0.003020925845,1.638372786,0
1,15,84,95,-0.00006366727375,0,0.04506923109,1.936522893,0
1,178,-4,-126,-0.1125940633,0,0,0.502121222,0
1,-145,41,132,-0.07898910503,0.03310998576,0.06104636396,1.249796293,0
1,-14,70,36,0,0,-0.08669978552,1.735887071,0
1,78,31,150,-0.1202428112,0,-0.001054962266,0.4955022796,0
1,-30,7,64,0.08039325349,-0.08607904678,0.001006324222,1.339577611,0
1,-124,84,84,0,0.1104657182,0,0.08888887322,0
1,142,68,174,0,-0.00005916779804,0.008648089575,2.834046383,0
1,156,22,39,0,0,-0.05354258318,1.175378021,0
1,25,-7,122,-0.04603756087,0,0,0.9294482135,0
1,-46,-64,85,-0.001758402413,-0.02415245251,0.01963487852,2.295169638,0
1,-178,-62,-75,0.0536715104,0,0.001280005299,2.10959494,0
1,71,-78,158,-0.002150830284,0,-0.000003460371255,0.4006035144,0
1,116,51,-107,0,0.08818577742,-0.01197978655,0.9124697692,0
1,-67,2,-5,0.003922699432,-0.07617128404,-0.05057271939,1.927919267,0
1,158,32,95,-0.000003062708199,0,0.0008182520853,1.393314933,0
1,-85,82,45,-0.0002800064938,-0.1050741517,0,0.5825454856,0
1,16,-57,-47,0.008354729442,0.008885337693,0.02262852007,0.1608055979,0
1,2,-51,177,0,0.006295860988,0,0.6966211683,0
1,110,51,42,0.00730859161,0.003831705253,-0.01724088687,1.464676454,0
1,57,-21,67,0.00009267659764,0,0,1.1172779,0
1,78,60,-178,-0.03413737307,0,0,1.784257526,0
1,165,-70,-175,0,0.0008287949658,0.0004002206145,0.8430177652,0
1,-166,-86,22,0,0.0006474882,0.02941098902,0.4039931049,0
1,-71,61,155,0.05529314322,0,0,0.7908678929,0
1,-156,90,-8,0,-0.01957725494,-0.1000138957,1.9865177,0
1,2,70,-22,0.001279228917,0.00002043396574,0.008457476855,2.251447827,0
1,64,-9,-27,0.002776223872,-0.02312852045,-0.1119812062,0.8969940585,0
1,123,-48,138,0,0,-0.05405937285,0.4787602486,0
1,-149,-31,20,0.01712400427,0,-0.001682377793,2.066106733,0
1,86,3,-97,0.01036465289,0.01236127306,0,0.4481374466,0
1,-165,-68,-6,0,-0.0262210608,0.1154034489,0.7820001647,0
1,49,-72,17,-0.008810907074,0,-0.06613555967,0.06369578548,0
1,-71,-61,23,-0.000008518271865,0.0009806445353,0,0.5954450385,0
1,-149,17,61,0,-0.008751661342,0.01676195056,2.733688237,0
1,82,85,-177,0.05121465459,0.06477154993,0,0.6101163606,0
1,62,-31,157,0.008718865644,0.006810240311,-0.0006232362491,1.22361408,0
1,-167,17,141,0.0009146281293,-0.05333433503,-0.09304578729,0.224935267,0
1,-69,-26,55,0.01405216279,-0.0002069070293,-0.1060700686,2.74813656,0
1,153,85,-104,-0.02674629539,-0.003925818109,-0.05287181342,0.2566785924,0
1,56,70,-26,0.002884285688,0.007707655618,0,0.09621882165,0
1,135,9,18,-0.002776872774,0,-0.02866403623,0.8811346117,0
1,86,73,-49,0,0,0.003648388509,1.455498871,0
1,-50,-17,36,0,-0.09848037355,0,1.211184827,0
1,81,-70,129,0.02573632755,-0.002454861516,-0.04338377874,0.5142429274,0
1,32,1,108,-0.0002570815255,0,0,1.418550867,0
1,36,-63,159,-0.04483349515,0.009925885358,0,1.684205542,0
1,-111,-69,-124,0,0,0.06137394914,0.6006379295,0
1,38,30,60,0.0006233845218,0,0,0.2874238152,0
1,-128,-8,-32,0.0008680276138,-0.1019037461,-0.01849852554,1.157598654,0
1,-116,-19,29,0,0.09236582054,-0.03866598685,0.6242713932,0
1,-143,40,-20,0,0.0006099193623,0.006435240359,0.1910368254,0
1,133,-10,35,0.1113090785,0,0.07810712513,1.039919268,0
1,88,-20,-45,-0.001952405692,-0.08933177336,0.005272368989,0.4580757807,0
1,119,-21,-74,0.0007441561709,0,-0.00005190960894,0.4883266018,0
1,127,-36,140,0.05855486653,0.0004986831338,0,0.0161566697,0
1,109,-90,-121,0,-0.0002071538773,0,0.02713079547,0
1,3,80,-140,-0.05144651377,0,0,0.1914884543,0
1,68,57,0,0,0,0,1.594648074,0
1,-124,-15,-146,0,-0.0001434861299,-0.05679049773,0.4296248597,0
1,-27,89,45,0,0.00004650982275,-0.000002055065719,1.281523906,0
1,45,32,-54,0.0001299532639,0.09436999244,0,0.6435546296,0
1,-58,-59,100,0.07706614321,-0.000008953640212,0,2.93129056,0
1,46,-69,161,0.0001338363698,0,0,1.190042043,0
1,-16,-33,-123,-0.00001887786002,0.0005412328812,-0.04420864476,2.790408252,0
1,-126,-51,161,-0.03259235612,-0.0004834899942,0.1049915754,0.5758377635,0
1,-173,-9,-20,-0.01173106798,0,0.001025982839,0.6367870676,0
1,171,-51,46,0,0,-0.04020263599,1.000504678,0
1,-71,-39,126,0,-0.000950553779,0.1204329344,0.3704528723,0
1,93,38,88,0,0.0008748176053,-0.07516813796,1.917904635,0
1,19,-46,180,-0.03414958961,0,-0.03184304568,0.3873405785,0
1,-92,-9,-1,0.02026306243,-0.002163207218,-0.02747847104,2.945370348,0
1,81,-44,-60,-0.01659834234,-0.03965932787,0,0.4005911651,0
1,146,76,6,0,-0.02520190761,-0.01243769071,1.212305288,0
1,118,-56,-129,-0.0000529628418,0,-0.02576681923,1.645447087,0
1,-74,58,141,0.00006295771853,0,-0.04609129436,0.7596991042,0
1,-18,8,-121,0,-0.03220331807,0.000160817991,1.268723343,0
1,89,-81,101,-0.06524490265,-0.01614688133,0.01478583021,0.7248383131,0
1,62,-48,111,0,0,-0.05256488666,0.7747489198,0
1,152,-54,3,0,-0.01460416141,-0.00117162881,0.03981011397,0
1,143,-24,-1,-0.0234233686,0,-0.00008184350871,2.716014115,0
1,-119,-17,121,0.000589010114,0.07535440081,-0.05621463494,0.917519026,0
1,112,66,25,0,-0.1066960787,0,1.195986704,0
1,-26,-55,-151,-0.0001610040434,0,-0.04234975964,2.159048541,0
1,-159,52,-78,-0.0000004833389376,0.002795530072,0,2.796410519,0
1,169,-78,-135,-0.0443027479,-0.0413763031,-0.01154641384,1.217458112,0
1,154,-1,138,-0.07417792474,0.00391166331,0.07471978555,2.450506849,0
1,-28,-1,-56,-0.00587701289,0,0.0002670091889,0.445065696,0
1,125,-37,172,-0.09538238702,-0.0004849667316,0,1.522255301,0
1,-162,-31,-75,-0.0002771490696,0,-0.0003894478105,0.7538179755,0
1,-144,35,113,-0.004690516219,-0.002712731498,0.0001343920383,2.14994394,0
1,85,90,-116,0.00074515167,-0.04409788152,-0.1151281342,1.794179787,0
1,-50,64,37,0.1220741616,0,0,0.4205002454,0
1,-173,30,120,0,0.02554757063,0.00724456852,0.1836906093,0
1,-12,86,-58,0,-0.002152162981,0,0.7111714083,0
1,-78,18,-180,-0.006758695305,0,0,0.8976957252,0
1,-125,18,-87,-0.06658180169,-0.0133737022,0,1.055512706,0
1,-127,-66,-9,0.005145204995,0,-0.002300556825,1.493413839,0
1,-1,88,106,0.00007431544326,0.07350659449,-0.05011883167,1.136213053,0
1,20,-79,-160,0,-0.01159733193,0.0001736389786,0.1395971189,0
1,178,-43,-93,0.06948259793,-0.1085937127,-0.002211119287,0.9186115936,0
1,-176,-6,34,-0.04637679584,0.01189509987,0,0.09662539002,0
1,-99,65,107,0,0,0.00173878387,1.649901266,0
1,-150,-88,-54,0,0,0,0.1500885993,0
1,17,78,2,0.01524941464,0.01018449407,0,0.831296765,0
1,55,-41,-149,0,-0.00055762268,-0.003791263423,1.010865871,0
1,32,-6,114,0.1082682832,0,0.04219136679,2.9313391,0
1,-147,-68,-71,0.0007567443179,-0.03940976478,-0.01855190676,0.9086798186,0
1,-98,-77,28,0.0179490939,0.08159489593,-0.02087839731,0.8653281324,0
1,172,64,-115,0.002355078389,0,-0.001291723818,1.231565684,0
1,-63,81,4,0,0,0,0.5406782233,0
1,127,14,-135,0.0006929643511,-0.008372561106,0,1.540216342,0
1,16,-44,173,0.006860811458,0.0008216549059,-0.09595310525,2.209121479,0
1,84,-49,-24,0.02212573411,-0.003147806565,0.116659959,0.580514489,0
1,155,52,-87,0,-0.005784000249,-0.0009544374889,0.179474946,0
1,166,-87,-149,0.0152054101,-0.03460892954,-0.0205963301,1.373864428,0
1,23,-48,116,0,0.02769360357,0,0.789635574,0
